k,psiUnw,sUsed,v_cmd
375,5.06802322654657,0.999999999999091,3.30274472259049
376,5.06802322654657,0.999999999999091,3.30274472259049
377,5.06802322654657,0.999999999999091,3.30274472259049
378,5.06802322654657,0.999999999999091,3.30274472259049
379,5.06802322654657,0.999999999999091,3.30274472259049
380,5.06802322654657,0.999999999999091,3.30274472259049
381,5.06802322654657,0.999999999999091,3.30274472259049
382,5.06802322654657,0.999999999999091,3.30274472259049
383,5.06802322654657,0.999999999999091,3.30274472259049
384,5.06802322654657,0.999999999999091,3.30274472259049
385,5.06802322654657,0.999999999999091,3.30274472259049
386,5.06802322654657,0.999999999999091,3.30274472259049
387,5.06802322654657,0.999999999999091,3.30274472259049
388,5.06802322654657,0.999999999999091,3.30274472259049
389,5.06802322654657,0.999999999999091,3.30274472259049
390,5.06802322654657,0.999999999999091,3.30274472259049
391,5.06802322654657,0.999999999999091,3.30274472259049
392,5.06802322654657,0.999999999999091,3.30274472259049
393,5.06802322654657,0.999999999999091,3.30274472259049
394,5.06802322654657,0.999999999999091,3.30274472259049
395,5.06802322654657,0.999999999999091,3.30274472259049
396,5.06802322654657,0.999999999999091,3.30274472259049
397,5.06802322654657,0.999999999999091,3.30274472259049
398,5.06802322654657,0.999999999999091,3.30274472259049
399,5.06802322654657,0.999999999999091,3.30274472259049
400,5.06802322654657,0.999999999999091,3.30274472259049
401,5.06802322654657,0.999999999999091,3.30274472259049
402,5.06802322654657,0.999999999999091,3.30274472259049
403,5.06802322654657,0.999999999999091,3.30274472259049
404,5.06802322654657,0.999999999999091,3.30274472259049
405,5.06802322654657,0.999999999999091,3.30274472259049
406,5.06802322654657,0.999999999999091,3.30274472259049
407,5.06802322654657,0.999999999999091,3.30274472259049
408,5.06802322654657,0.999999999999091,3.30274472259049
409,5.06802322654657,0.999999999999091,3.30274472259049
410,5.06802322654657,0.999999999999091,3.30274472259049
411,5.06802322654657,0.999999999999091,3.30274472259049
412,5.06802322654657,0.999999999999091,3.30274472259049
413,5.06802322654657,0.999999999999091,3.30274472259049
414,5.06802322654657,0.999999999999091,3.30274472259049
415,5.06802322654657,0.999999999999091,3.30274472259049
416,5.06802322654657,0.999999999999091,3.30274472259049
417,5.06802322654657,0.999999999999091,3.30274472259049
418,5.06802322654657,0.999999999999091,3.30274472259049
419,5.06802322654657,0.999999999999091,3.30274472259049
420,5.06802322654657,0.999999999999091,3.30274472259049
421,5.06802322654657,0.999999999999091,3.30274472259049
422,5.06802322654657,0.999999999999091,3.30274472259049
423,5.06802322654657,0.999999999999091,3.30274472259049
424,5.06802322654657,0.999999999999091,3.30274472259049
425,5.06802322654657,0.999999999999091,3.30274472259049
426,5.06802322654657,0.999999999999091,3.30274472259049
427,5.06802322654657,0.999999999999091,3.30274472259049
428,5.06802322654657,0.999999999999091,3.30274472259049
429,5.06802322654657,0.999999999999091,3.30274472259049
430,5.06802322654657,0.999999999999091,3.30274472259049
431,5.06802322654657,0.999999999999091,3.30274472259049
432,5.06802322654657,0.999999999999091,3.30274472259049
433,5.06802322654657,0.999999999999091,3.30274472259049
434,5.06802322654657,0.999999999999091,3.30274472259049
435,5.06802322654657,0.999999999999091,3.30274472259049
436,5.06802322654657,0.999999999999091,3.30274472259049
437,5.06802322654657,0.999999999999091,3.30274472259049
438,5.06802322654657,0.999999999999091,3.30274472259049
439,5.06802322654657,0.999999999999091,3.30274472259049
440,5.06802322654657,0.999999999999091,3.30274472259049
441,5.06802322654657,0.999999999999091,3.30274472259049
442,5.06802322654657,0.999999999999091,3.30274472259049
